text,category
mcdonalds south rhonda,Food
Doctor copay,Other
paid 100.47 for hoa fees,Housing
spent $183.22 on certification exam,Education
Concert tickets 02/01,Entertainment
Spent $430.75 on Parking ticket,Transport
iCloud storage cost me 176.75,Subscription
maintenance txn-44104023,Housing
haircut south krystalfurt,Other
Home decor eCoMdg,Shopping
charged $319.96 to coursera subscription,Education
I spent $274.80 on Health insurance premium,Healthcare
i spent 477.81 on zoo visit,Entertainment
rent payment east traceyview,Housing
Spent 7.93 on Bowling,Entertainment
I paid $244.10 at Amazon purchase,Shopping
gift $106.66,Other
eye exam beckyville,Healthcare
bus ticket,Transport
Cell phone bill TXN-14697661,Utilities
coffee shop txn-24965699,Food
had to pay $427.95 for mortgage on monday,Housing
charged $276.65 to mcdonalds,Food
had to pay $90.88 for Parking ticket,Transport
had to pay $494.06 for Water bill,Utilities
charged $426.38 to home decor,Shopping
Udemy course $258.48,Education
udemy course 01/23,Education
Amazon Prime 01/17,Subscription
I spent $45.49 on Amazon purchase,Shopping
Google One storage North Jeffreyberg,Subscription
concert tickets txn-59409083,Entertainment
Therapy session,Healthcare
Bought Arcade games for $463.08,Entertainment
$413.25 for Gas bill,Utilities
bought movie theater for $128.90 last week,Entertainment
i paid $27.95 at dental checkup,Healthcare
Electric bill,Utilities
lyft ride txn-16637535 vMuyol,Transport
I spent $296.19 on Subway pass,Transport
paid 27.05 for gym membership,Subscription
Workshop fee Jamesmouth,Education
internet service 03/27,Utilities
I spent $61.49 on iCloud storage,Subscription
Paid 364.66 for Online shopping order,Shopping
I bought Museum tickets $211.27,Entertainment
Kitchen supplies TXN-55186261,Shopping
$182.50 for Google One storage,Subscription
Paid 328.80 for Online shopping order,Shopping
escape room $39.27,Entertainment
Bus ticket cost me 234.45,Transport
I spent 487.04 on Coffee shop,Food
Department store cost me 93.01 last week,Shopping
I bought Audible membership $349.19 last month,Subscription
Paid 243.45 for Haircut,Other
Whole Foods,Food
mcdonalds 01/16,Food
purchased subway pass for $327.74,Transport
netflix subscription 01/11,Subscription
purchased book purchase for $293.96,Other
Cell phone bill Port Barbaraside,Utilities
karaoke night kevinfort,Entertainment
dry cleaning,Other
paid 134.38 for pharmacy,Other
Donation cost $145.46,Other
Bought Electric bill for $174.48,Utilities
$274.44 for Furniture store this week,Shopping
Dining at Olive Garden TXN-19503288,Food
Microsoft 365 Ellenmouth,Subscription
Spent $54.08 on Electric bill,Utilities
Arcade games Earlside,Entertainment
$422.40 for mortgage,Housing
Car repair,Transport
$135.20 for HBO Max on Monday,Subscription
Pet food Jenkinsland,Other
parking ticket cost me 438.45,Transport
Spent 359.09 on Disney+ subscription,Subscription
Car repair 03/08,Transport
therapy session 03/03,Healthcare
Spent 354.27 on Lyft ride,Transport
electronics store,Shopping
Property tax 03/23,Housing
Amazon Prime cost $374.11,Subscription
had to pay $419.90 for Mortgage yesterday,Housing
Spent 422.14 on School supplies,Education
Paid $13.95 for Workshop fee,Education
Museum tickets cost me 436.85,Entertainment
had to pay $340.35 for Amazon Prime,Subscription
Spent $425.52 on Gas bill last month,Utilities
Bought Starbucks for $18.59,Food
had to pay $225.41 for Physical therapy,Healthcare
I paid $7.15 at Walmart groceries on Monday,Food
Phone bill AT&T TXN-88156859,Utilities
Lyft ride TXN-79382014 oeDwou,Transport
HBO Max TXN-65609545,Subscription
Theme park 02/02,Entertainment
$186.76 for Apartment rent,Housing
doctor copay cost me 341.78,Other
Spent $106.70 on Cell phone bill,Utilities
Eye exam Port Tyler,Healthcare
Urgent care visit cost $221.80,Healthcare
McDonalds,Food
i spent $166.82 on cell phone bill,Utilities
Apartment rent TXN-77898265,Housing
had to pay $250.49 for parking ticket this morning,Transport
Spent $251.05 on Mortgage,Housing
HOA fees $311.79,Housing
I spent 243.17 on Vitamins and supplements,Healthcare
$452.46 for electric bill on 01/12,Utilities
Car repair 02/25,Transport
purchased property tax for $207.85,Housing
concert tickets turnerbury,Entertainment
paid 397.97 for apple music,Subscription
paid $45.08 for oil change last month,Transport
had to pay $324.63 for Jewelry purchase,Shopping
charged $387.55 to textbook purchase,Education
I bought Electronics store $452.79,Shopping
Bought Property tax for $279.53,Housing
donation,Other
I spent $351.45 on Heating bill,Utilities
had to pay $77.95 for oil change,Transport
Paid $172.90 for Subway sandwich,Food
comedy show tylerberg,Entertainment
Spent $196.13 on Subway sandwich,Food
Apartment rent South Keithborough,Housing
Apple Music TXN-89328286,Subscription
Spent 157.57 on Clothing store,Shopping
paid 408.47 for online course this morning,Education
Online course TXN-47332263,Education
$455.28 for Subway pass,Transport
I spent $155.16 on Dining at Olive Garden on Monday,Food
Bowling $89.42,Entertainment
had to pay $307.88 for Car repair on Monday zgGnwL,Transport
I spent 250.47 on Physical therapy,Healthcare
I paid $189.11 at Uber trip,Transport
i spent $327.78 on kitchen supplies last month,Shopping
Kitchen supplies 02/06,Shopping
I bought Gas station $434.86,Transport
Taxi TXN-17149358,Transport
Spent 243.00 on Zoo visit,Entertainment
$466.76 for maintenance,Housing
home insurance allenfurt,Housing
Bought Target groceries for $203.82 yesterday,Food
Arcade games,Entertainment
$397.58 for Cell phone bill this morning,Utilities
language learning app north isaiah,Education
had to pay $479.78 for urgent care visit,Healthcare
Language learning app cost me 236.71,Education
Online course $144.00,Education
Charged $272.05 to KFC on 02/01,Food
Paid 422.90 for Workshop fee on Monday,Education
Electronics store $363.48,Shopping
Target groceries 03/14,Food
Spent 405.90 on Rent payment,Housing
Trash collection cost $427.74,Utilities
Paid 72.54 for Tuition payment,Education
i bought online shopping order $83.11 this morning,Shopping
$394.94 for Car insurance,Transport
doctor copay cost me 168.04,Other
Online course,Education
hoa fees butlerville,Housing
Spent $90.04 on Online course,Education
Charged $341.34 to Museum tickets yesterday,Entertainment
Hulu subscription,Subscription
Rent payment Lunaburgh,Housing
mortgage 02/10,Housing
purchased Trash collection for $285.06 this week,Utilities
Spent 282.86 on Physical therapy,Healthcare
audible membership 02/03,Subscription
iCloud storage Michaelmouth,Subscription
hulu subscription 01/16,Subscription
Starbucks 03/12,Food
Shoes purchase cost $457.83,Shopping
Charged $354.08 to Coffee shop,Food
Apartment rent,Housing
Paid $157.38 for Workshop fee,Education
i bought concert tickets $257.16,Entertainment
Bought Electronics store for $492.29,Shopping
Gas bill 02/19,Utilities
Tuition payment cost $247.95 on Monday,Education
HOA fees TXN-20710224,Housing
Cell phone bill cost $82.70,Utilities
Spent $429.50 on Water bill,Utilities
lunch at work 01/13 oSNyJA,Food
purchased Mortgage for $421.30,Housing
clothing store,Shopping
Spent $340.40 on Subway pass,Transport
I bought Parking ticket $85.41,Transport
Electric bill 04/09,Utilities
Paid $172.60 for Spotify premium this week,Subscription
Subway sandwich $103.07,Food
Charged $230.71 to Dry cleaning,Other
i spent $178.45 on concert tickets,Entertainment
school supplies,Education
Karaoke night TXN-66280873,Entertainment
purchased Home decor for $244.09 yesterday,Shopping
vitamins and supplements $488.67,Healthcare
Therapy session cost me 195.41,Healthcare
Subway sandwich TXN-27849323,Food
i spent $142.66 on hoa fees last month,Housing
escape room txn-34269893,Entertainment
Paid 153.33 for Shoes purchase,Shopping
Electric bill,Utilities
had to pay $92.44 for doctor visit,Healthcare
Amazon Prime TXN-24433310,Subscription
charged $102.65 to lyft ride,Transport
Mortgage,Housing
Spent $269.00 on Home insurance,Housing
purchased lab tests for $28.75,Healthcare
Haircut $300.91,Other
Apple Music TXN-83853951,Subscription
apartment rent,Housing
I paid $255.16 at Electronics store last month,Shopping
bought eye exam for $311.86,Healthcare
I spent 203.32 on Physical therapy,Healthcare
parking ticket $402.48,Transport
Home insurance TXN-49584912,Housing
House payment cost me 430.96,Housing
spent $391.14 on doctor copay,Other
Paid 189.36 for Textbook purchase,Education
Lyft ride Parkbury,Transport
i bought pharmacy $47.93,Other
Paid 466.87 for Audible membership,Subscription
Pharmacy East Amberton,Other
pizza delivery txn-47083028,Food
Kitchen supplies TXN-62973427,Shopping
google one storage,Subscription
Property tax,Housing
Doctor visit,Healthcare
Spent 347.43 on Lunch at work,Food
paid $22.67 for gas bill last week,Utilities
Pharmacy TXN-09184305,Other
Eye exam TXN-74718283,Healthcare
gas station 01/20,Transport
i spent $214.82 on dry cleaning,Other
$462.64 for Trash collection,Utilities
lyft ride txn-82219499,Transport
Charged $85.83 to Home decor,Shopping
i spent 150.59 on audible membership,Subscription
Spent 471.74 on Dry cleaning this morning vmxQkK,Other
I spent $91.92 on Haircut,Other
paid 326.74 for electric bill on monday,Utilities
Online shopping order 02/25,Shopping
workshop fee walkerstad,Education
Shoes purchase Smithton,Shopping
Doctor copay,Other
I bought Car repair $403.58 last month YWEjlC,Transport
language learning app,Education
purchased Physical therapy for $136.33 on 03/21,Healthcare
Spent 319.66 on Tuition payment,Education
Costco groceries 03/12,Food
Jewelry purchase Nicholasview,Shopping
Uber trip,Transport
Bought Home decor for $234.70 last month,Shopping
i paid $183.01 at house payment on monday,Housing
Eye exam 01/08,Healthcare
Paid $269.98 for HBO Max,Subscription
$31.99 for Tuition payment,Education
I paid $369.59 at Gas station,Transport
Tutoring session TXN-44303587,Education
I paid $497.31 at Health insurance premium,Healthcare
Parking ticket,Transport
Clothing store,Shopping
Paid $16.87 for Home decor,Shopping
Charged $423.23 to Hulu subscription,Subscription
iCloud storage $266.11,Subscription
Spent 174.80 on Tuition payment this week,Education
Shoes purchase 03/30,Shopping
electric bill 02/15,Utilities
Charged $234.50 to Apartment rent,Housing
had to pay $437.05 for Tutoring session,Education
gas bill cost me 329.33 serilg,Utilities
bus ticket txn-60654885,Transport
theme park txn-97168157,Entertainment
Apartment rent TXN-90678585 zssPET,Housing
Zoo visit,Entertainment
lyft ride,Transport
had to pay $56.08 for gas station,Transport
Furniture store,Shopping
had to pay $250.27 for Rent payment hCyviR,Housing
I bought Restaurant dinner $315.59,Food
maintenance cost me 317.39,Housing
hoa fees $441.41 on 02/07,Housing
Charged $152.32 to Health insurance premium,Healthcare
purchased Doctor copay for $64.26,Other
Cell phone bill cost $253.11 on Monday,Utilities
electronics store txn-68998530,Shopping
Paid $115.35 for Netflix subscription,Subscription
spent 196.72 on health insurance premium yesterday,Healthcare
bought electric bill for $297.65,Utilities
Bought Amazon Prime for $233.09,Subscription
Eye exam 03/18,Healthcare
Gym membership Gomezberg,Subscription
I paid $33.93 at Theme park,Entertainment
paid $206.26 for starbucks,Food
pet food 02/21,Other
Haircut $239.91 last week,Other
Workshop fee Janeburgh,Education
Dry cleaning cost me 44.57,Other
Pizza delivery 02/16,Food
spent 450.43 on pharmacy prescription,Healthcare
I spent 162.90 on Textbook purchase,Education
spent 412.56 on donation,Other
heating bill,Utilities
House payment cost me 334.90,Housing
bus ticket 04/07,Transport
$294.61 for movie theater,Entertainment
Urgent care visit Melissaton,Healthcare
Paid 342.44 for Dining at Olive Garden,Food
Bought Walmart groceries for $18.89,Food
subway pass masonview,Transport
zoo visit cost me 336.63,Entertainment
Spent 323.87 on Audible membership,Subscription
Starbucks Lisahaven,Food
Oil change 03/16,Transport
Paid $105.53 for Museum tickets,Entertainment
Mortgage East Collinstad,Housing
I spent $60.38 on Pharmacy prescription,Healthcare
Paid 262.43 for Mortgage,Housing
i paid $407.57 at rent payment,Housing
Certification exam TXN-63478655,Education
Pharmacy prescription New Kerriton,Healthcare
Spent 24.90 on Car repair last month,Transport
Restaurant dinner,Food
lab tests $310.05,Healthcare
$257.13 for HOA fees,Housing
Charged $76.94 to Disney+ subscription this morning,Subscription
spent $356.42 on netflix subscription,Subscription
Walmart groceries $121.65 yfuOOs,Food
Gym membership 02/03,Subscription
Paid 92.76 for Walmart groceries,Food
spent 485.24 on trash collection,Utilities
charged $417.92 to textbook purchase,Education
concert tickets $93.60,Entertainment
paid $123.69 for kitchen supplies,Shopping
I spent 456.35 on Google One storage,Subscription
Tuition payment Richardtown,Education
theme park new valerieberg,Entertainment
Paid $127.03 for Rent payment,Housing
lab tests 01/17,Healthcare
movie theater cost me 489.69,Entertainment
I spent $127.81 on Clothing store today,Shopping
I bought Maintenance $256.20,Housing
I spent 189.24 on Gift,Other
I spent $475.74 on Theme park yesterday,Entertainment
Paid 69.97 for Water bill,Utilities
Donation TXN-15632128,Other
Heating bill 03/16,Utilities
Book purchase Lozanostad KseNxi,Other
Escape room TXN-08708984,Entertainment
Adobe Creative Cloud cost me 149.73,Subscription
Theme park TXN-85072077,Entertainment
Paid $21.51 for Starbucks this morning,Food
Home insurance $345.49,Housing
Tutoring session,Education
Rent payment cost $34.89 GVjOtB,Housing
Urgent care visit Lake Brittany,Healthcare
health insurance premium txn-67309702,Healthcare
Spent 79.32 on PlayStation Plus,Subscription
gas bill 03/09,Utilities
Paid 39.48 for Apple Music,Subscription
Movie theater South Juliehaven,Entertainment
I paid $304.09 at Clothing store,Shopping
I paid $497.55 at HOA fees,Housing
paid $367.38 for vitamins and supplements,Healthcare
eye exam scottville,Healthcare
Pharmacy East Allenburgh,Other
Mortgage TXN-61333543,Housing
Tuition payment cost $474.71,Education
paid 445.91 for google one storage this week,Subscription
spent 190.39 on spotify premium kuonxQ,Subscription
Netflix subscription,Subscription
museum tickets txn-55296472,Entertainment
$11.30 for PlayStation Plus,Subscription
paid 335.07 for gift,Other
i spent 43.25 on lab tests,Healthcare
purchased Taxi for $235.27 on Monday,Transport
Online shopping order 01/11,Shopping
spent $288.35 on electric bill last month,Utilities
